,Unnamed: 0,logN,logmu,sigma,kappa,logV,T,P,accom
28,28,3.47617363642,-1.16927455255,2.43575577029,1.15092582407,0.386757048487,260.08543925,56381.5275506,1.0
29,29,3.96449050192,-1.04974783394,2.62227600357,0.949850987296,0.799128713108,303.33899006,67419.0481422,1.0
30,30,3.90719931718,-1.4933784658,1.35031310791,0.905299013614,0.997922587334,296.687456787,96652.3890122,1.0
31,31,3.21325558408,-1.04077416734,1.39135981398,0.125369578751,0.715881036133,256.724428565,72257.4166809,1.0
32,32,3.6795805584,-1.10584058047,1.43209250669,0.451734470712,0.761202902671,287.614429422,76977.8449303,1.0
33,33,2.89275687165,-1.08825200449,2.82728572902,0.0554559904384,-0.323053180554,263.385317085,79024.0073778,1.0
34,34,3.61048479487,-1.58207834218,2.14134180842,0.338190649241,0.481620709136,289.025131133,65979.4112016,1.0
35,35,3.23037592542,-1.1612699087,1.60495509613,0.159688416159,0.617132110455,257.851138528,92924.7614493,1.0
36,36,3.91830786363,-1.059275066,2.13384704637,0.755856350066,0.778290385045,274.145771658,89381.4034838,1.0
37,37,3.79127045504,-1.34922928233,2.45125901598,0.0257733243131,0.751029656599,292.777604885,103723.291505,1.0
38,38,3.75683683472,-1.25747429225,2.3307184994,1.14475153535,0.714219852799,253.887430128,51062.1582111,1.0
39,39,3.21732923179,-1.72399334601,1.65527656911,0.118863269009,0.013603694534,247.780798689,62776.842565,1.0
40,40,3.00358250102,-1.49638140261,1.24479598648,0.920303567282,-0.0512089022781,253.095327684,103622.373774,1.0
41,41,3.52214537044,-1.80228417887,2.4347634058,0.975086278742,0.672566683962,270.599149721,89218.9360159,1.0
42,42,3.63970095296,-1.22958885993,2.97554757936,0.63414548389,0.819475813556,281.145782589,58990.2558002,1.0
43,43,3.33424023565,-1.25161248196,1.74803277662,0.017676629094,0.394022362438,240.371379569,54017.5889806,1.0
44,44,3.96114157271,-1.39962515445,1.35628022926,0.183473585181,0.648025851745,302.768507019,82721.363615,1.0
45,45,3.94204480597,-1.41779790338,1.49273240365,0.331212832408,0.457037675479,252.931124754,63927.5613837,1.0
46,46,3.90922926093,-1.95164090075,1.82759295219,0.557750478322,0.728059778839,287.059466884,101795.590965,1.0
47,47,3.64107512527,-1.33005701395,2.11815312156,0.492367654989,0.640754893489,256.342130103,95302.7971186,1.0
48,48,2.99623575926,-1.29838110021,1.56286590763,0.628042020181,0.840890073875,302.525952145,100955.964266,1.0
49,49,3.86794091824,-1.40396474224,2.21779715318,0.9504627373,0.269024622857,279.053534114,55429.515749,1.0
50,50,3.46979454443,-1.26600626622,1.98206073215,0.849308638193,0.818227095254,272.047903624,82815.6055308,1.0
51,51,3.86145608215,-1.68427440933,2.96387070281,0.71633589329,0.870417696267,256.790459334,103851.341039,1.0
52,52,3.91566740768,-1.04933195971,2.85403960286,0.782375015888,0.648288310494,278.274917186,80709.0030858,1.0
53,53,3.81059154757,-1.82795073307,2.15066067817,0.474702884833,0.850002292389,269.045043446,77847.7178322,1.0
54,54,3.91458167025,-1.06532266823,2.93224828459,0.971224371399,0.900756838107,270.146690119,73077.9105051,1.0
55,55,3.72781823049,-1.2289596886,1.77080515981,1.08716839413,0.899338099167,269.607392372,73914.0320748,1.0
56,56,3.78374571398,-1.17102047177,2.46641025808,1.0340041259,0.326797752255,272.153286616,84534.3782491,1.0
57,57,3.32017307728,-1.18016983738,2.34819106544,0.868375503774,0.869445599775,263.185103175,80570.1888944,1.0
58,58,3.74567143505,-1.48836202996,1.75093199348,0.208499413665,0.556090001065,259.898034621,85434.3938304,1.0
59,59,3.84516450733,-1.23846476746,1.47284590192,0.340163412514,0.887987707311,271.784224555,86414.7657594,1.0
60,60,3.97177087118,-1.75713417418,1.22024345799,0.87413550482,0.79359490028,254.421757023,93930.3920935,1.0
61,61,3.75290750322,-1.09674100392,2.7268644035,0.708741190495,0.778332343812,255.912038775,59265.2671193,1.0
62,62,3.5577161458,-1.49737224052,2.65385593673,0.0317312109785,0.435024812675,282.557247297,91118.3477392,1.0
63,63,3.72960225234,-1.35279036186,2.11560288273,0.46951236159,0.643814919819,294.266974517,67511.0024073,1.0
64,64,3.99664670646,-1.99719308869,2.18280649583,0.653570027831,0.966660303104,253.572731316,73466.1938293,1.0
65,65,3.12357118154,-1.59788468471,2.73424863797,0.619474904503,0.753560832586,304.140193209,57503.6956761,1.0
66,66,3.36407027855,-1.20177108168,2.64596243859,0.0281467397761,0.449955970138,259.718307081,69341.6674639,1.0
67,67,3.5140936154,-1.11105959084,1.53831045348,0.906026404975,0.853587335443,294.76175428,89444.4945593,1.0
68,68,3.89175887719,-2.18791226181,2.85043196364,0.661593635378,0.192045251904,240.194274436,99608.7992563,1.0
69,69,3.98929672666,-1.04209983667,2.99992009645,0.667743875936,0.450497281016,254.162759963,88227.5281404,1.0
70,70,3.27210488672,-1.13371675702,1.70770540673,0.408499235106,0.117962906509,305.485648156,50957.7612409,1.0
71,71,3.9188246871,-1.36240779153,1.26308920137,0.0286414431202,0.485674417707,278.577734662,80270.6229342,1.0
72,72,3.85624041989,-1.11267324675,1.65624972567,0.845088664596,0.842261319674,270.632896495,77403.2012454,1.0
73,73,3.99345505679,-1.44724946972,1.61048541549,0.783469405856,0.798884943468,242.283200774,103674.387154,1.0
74,74,3.83240796476,-1.44083808715,2.57869108975,1.15784338185,-0.276099178925,306.425435302,74743.0414015,1.0
75,75,3.78283217515,-1.02499003444,2.66222301723,0.0902020737687,0.570311417884,272.260047776,81576.1178031,1.0
76,76,3.85029829966,-1.1149975967,1.5898895372,0.626760909669,0.280837408896,300.673264359,56452.5764174,1.0
77,77,3.73906653574,-1.6676564334,2.63322326477,0.737659754368,0.662466928286,308.672361329,61357.2859323,1.0
78,78,3.35243493539,-1.03996385971,2.89213987096,1.04935950769,0.427333309121,250.26373448,60287.3750507,1.0
79,79,3.21448359852,-1.37992160272,2.11424091662,0.929777911412,0.846052771817,297.272493882,98637.3850499,1.0
80,80,3.71975154313,-1.2630993895,2.08226888244,0.550589122544,-0.507993541289,253.915514392,81749.3736931,1.0
81,81,3.21926509412,-1.32547204629,1.57090888866,0.661054283282,0.689718474118,246.154385428,97925.6906225,1.0
82,82,3.90836291481,-1.21744476496,1.29510873542,1.01498234965,-0.787635682884,264.290426832,69540.9011797,1.0
83,83,3.6643106041,-1.21427240821,1.77227618534,0.798327558949,0.705711588813,287.342228843,68216.9966452,1.0
84,84,3.86890918285,-1.53041901233,2.86531922146,0.0230076159729,0.936382485397,287.045501733,82810.597072,1.0
85,85,3.08995790349,-1.53648257252,2.52780202846,0.926053030626,0.766151835236,245.747081141,99883.4454372,1.0
86,86,3.9470239434,-1.09831202396,2.61611386401,1.11220747457,0.698473269674,241.095684906,95017.7090122,1.0
87,87,3.80883407223,-1.4415899377,2.51338090717,0.763614393263,0.804796230587,287.729141192,104264.848057,1.0
88,88,3.70693634145,-1.11586093575,1.60831706724,1.1036955735,0.561385384726,260.897355998,92137.5241757,1.0
89,89,3.51666524115,-1.18101327191,1.65227199197,0.314955870374,0.317197750119,298.441616441,53256.5884275,1.0
90,90,3.5618400874,-1.18939564952,2.38973702117,0.413146218528,0.728519166299,245.370483315,56662.0585015,1.0
91,91,2.43827316887,-1.0884915153,1.75977278341,0.0992740263063,0.124697234232,251.024150159,86741.9417118,1.0
92,92,3.1287031321,-1.52230102705,1.32634765194,0.481165117784,0.847587964265,292.26250192,99555.1863398,1.0
93,93,3.97171160312,-1.48297254316,2.0777087429,0.444551475721,0.719442879504,257.59924208,85602.2938056,1.0
94,94,3.69952561585,-2.20021451655,2.90933379027,0.298741197359,0.579614843712,275.160519535,62979.7064254,1.0
95,95,3.77780196069,-2.25573093773,2.62909875155,0.670701516283,0.445284295633,300.561969806,68939.8229366,1.0
96,96,3.85657013331,-1.92263304387,1.38276373674,0.317357577237,0.822566248529,278.062009322,57315.1258354,1.0
97,97,3.77701340805,-1.75988861363,2.22246045957,0.466165127332,0.355494010771,287.16693963,74677.8684603,1.0
98,98,3.95573032039,-1.34680137187,1.52452439668,0.938790058222,0.594280856103,260.894883831,83874.1951891,1.0
99,99,3.35632796657,-1.39788845962,2.30164157839,0.746407071703,0.995429287033,268.395580098,103438.909435,1.0
100,100,3.56051896596,-1.1663179798,2.34238752956,0.350449023779,-0.127737749443,282.432415223,60927.7147137,1.0
101,101,3.75294624277,-1.08039783186,2.08037200463,0.0400344739482,0.909978495322,244.952496267,52667.8686151,1.0
102,102,3.79475902327,-1.00198549368,2.3965615182,0.734643623571,0.802350451624,298.52002416,91912.686043,1.0
103,103,2.42441809081,-1.02473746315,2.39704778966,0.587625169442,0.76474677841,296.602430125,79703.9519889,1.0
104,104,2.64287632773,-1.17785108073,2.04294271407,0.466323562626,0.374631851951,253.081389884,79758.2236343,1.0
105,105,3.77977108758,-1.00251400459,2.88296761224,0.308966720516,0.47619806794,306.475526743,68328.3742979,1.0
106,106,3.48357757084,-1.33558138521,1.34043960594,0.390738406034,0.592608960649,261.326924557,92266.9209506,1.0
107,107,3.91510165845,-1.76632250781,1.57734832623,0.807233253778,0.767188781865,309.657964652,74338.7373483,1.0
108,108,3.97376759119,-1.16684210292,1.38138018797,0.771237111698,0.820376168762,299.760193567,69923.9023226,1.0
109,109,3.76269153854,-1.20664760383,1.31857393789,0.683037729388,0.852229671406,256.41726653,73712.7311442,1.0
110,110,3.96647861258,-2.17760501515,1.75936201042,1.14201691692,0.587902791922,302.807101201,69070.4480807,1.0
111,111,2.99936115367,-1.65526415022,1.46303361079,0.243841546935,0.299351566015,261.011099771,82610.1560249,1.0
112,112,3.58623737203,-1.36819767671,2.77231213008,1.06952320501,0.714068093003,271.288823171,60714.1446515,1.0
113,113,2.98619565314,-1.65047968183,2.44496896711,0.479483627918,0.854736431696,274.638752983,64171.368288,1.0
114,114,3.69654657566,-1.32299279896,1.26333874671,0.676470492059,0.682295557581,287.374003785,87439.0205676,1.0
115,115,3.99256898826,-1.02129459077,1.41755410631,0.909849798897,0.797399195996,304.096982693,68701.4235325,1.0
116,116,3.08883979042,-1.23924535434,2.37015388192,0.33775997587,0.545380046103,264.985774961,52755.4803324,1.0
117,117,3.97762980489,-1.04715020281,2.71798952953,1.18624402865,-1.1271494146,287.148581282,81394.131048,1.0
118,118,3.60333225615,-1.04244871075,2.36915340582,1.03049776341,0.940410680805,249.17850642,68155.8805202,1.0
119,119,3.49565620988,-1.16562407058,1.95322931676,0.859724970453,0.768923070858,267.657679499,80947.1327855,1.0
120,120,3.3867629609,-1.75434366299,2.54785569664,0.753061169482,0.944626034931,304.219249323,64210.655945,1.0
121,121,3.82048836043,-1.08515164298,1.5734659499,0.124930288117,0.881215671369,245.636595826,70795.3721307,1.0
122,122,3.5351065877,-1.29612070927,1.26946266279,0.270586551626,0.355134277766,267.56248448,64620.5461298,1.0
123,123,3.54214616464,-1.08836863175,2.99461025063,0.456721823792,0.335752624125,250.256520055,75930.889318,1.0
124,124,2.4991386384,-1.04002793415,2.69089137081,1.06042609112,0.506567070001,245.884611485,81827.5645267,1.0
125,125,3.85390891115,-1.36490672069,2.70834410707,0.501193572293,0.142343151696,267.75344349,77737.4043442,1.0
126,126,3.42021398113,-1.02938511743,1.73835544257,1.12026377878,0.526108423504,281.345856413,72665.4126147,1.0
127,127,3.98940630365,-1.58185176818,2.47250167866,0.209784742873,0.902050334682,274.326644351,72743.2577277,1.0
128,128,3.49394434472,-1.00838334286,1.59438345681,0.413433516405,0.440304755944,265.169782133,83588.1675713,1.0
129,129,3.99441068532,-1.38391364897,2.70358448967,0.299830186861,0.0355339355322,240.165938702,64124.8308471,1.0
130,130,3.25810300364,-2.04417804714,1.76986591592,1.16938494982,0.796916502496,293.031344849,97201.5833362,1.0
131,131,3.84721204521,-1.83336805886,2.61484596828,0.287917186293,0.980949637469,251.318854488,67867.7815929,1.0
132,132,3.78238239312,-1.06278261451,1.87142505261,0.508659082465,0.91753043084,250.937799241,73589.6407155,1.0
133,133,3.65004320675,-1.08416571543,2.16341587888,0.836495658522,0.636211779821,266.999782777,93638.8613605,1.0
134,134,3.63511164196,-1.67963917461,1.96263597222,0.645245062681,0.921880899909,261.402807536,87367.803376,1.0
135,135,3.39873299212,-1.0174078627,2.99010998191,0.60146623327,0.188879924935,251.452252874,63022.5457698,1.0
136,136,3.73674892092,-1.07199387382,1.78179405429,0.103168581821,0.740411978511,272.663032209,79507.799765,1.0
137,137,3.97161247194,-1.71717744637,2.96520170597,1.01777670732,0.918487182985,304.216076718,63904.6986763,1.0
138,138,3.74320574402,-1.19897539784,1.91594874526,0.188155617447,0.630775341802,293.656202952,73923.1419919,1.0
139,139,3.8193040654,-1.00265584595,1.25408460208,0.800005390616,-0.00736966661175,288.838766625,103552.254203,1.0
140,140,3.10602137775,-1.37653329052,1.69267019867,0.744990077968,0.923333978296,264.998103765,71099.5500429,1.0
141,141,3.64488818186,-1.06164412771,2.91131595286,0.323387702222,0.975049924708,274.9510884,81190.8995814,1.0
142,142,3.60260398585,-1.03805811677,1.73282973875,1.0589452764,0.476319426764,287.938270057,50710.350239,1.0
143,143,2.71023718508,-1.73663023275,2.73757996001,0.184562604838,0.471569795826,304.041061414,58184.8912863,1.0
144,144,3.97328510098,-1.53946323378,1.99081094113,0.47906493282,0.996969993914,257.162532422,61517.5880532,1.0
145,145,2.32402930511,-1.14667717363,1.79846451643,1.10266420212,0.817025028553,306.434926794,56905.9622154,1.0
146,146,3.57254046225,-1.29152601015,2.23700698158,0.717307434633,0.873649709177,301.114434805,63484.4771514,1.0
147,147,3.53239337192,-1.9204481889,2.20621200496,0.0120997028948,0.567805433695,265.558232346,60459.2762795,1.0
148,148,3.690862381,-1.29336087874,1.92545947022,0.359120501794,0.70946383351,258.318722148,54534.4173402,1.0
149,149,3.38112298962,-1.43897391496,2.01438047757,0.879855503005,0.83652024521,296.033221196,54558.8158762,1.0
150,150,3.46816151717,-1.3316967317,2.81634471824,0.207834253318,0.884031691055,275.370195442,52012.11032,1.0
151,151,3.80739805233,-1.55311167713,2.12984326217,0.689185427345,0.0270722356767,274.627354074,69861.6225786,1.0
152,152,3.67537753654,-1.72368307704,1.67263795977,0.26237932322,0.935440789327,243.435527456,95884.0526589,1.0
153,153,3.61139687624,-1.08562835458,2.83782145288,0.40703582352,0.920292881645,258.956344149,74836.5788661,1.0
154,154,3.72216866684,-1.59710554608,2.13655436494,0.607849456181,0.683723399626,279.820423175,92180.9001095,1.0
155,155,3.71799846396,-1.22295622393,2.19354015231,0.45099381943,0.419053532792,248.072117762,70220.909188,1.0
156,156,3.91900090655,-1.4410178559,1.502260635,0.310905223907,0.803060760296,280.78608032,96232.3048237,1.0
157,157,3.90816141881,-1.24922742521,2.18896325107,0.535353803209,0.785966884683,264.575144915,60782.081586,1.0
158,158,3.92989438189,-1.24682523733,2.70683973361,1.0245738255,0.792943103243,255.522280762,96158.568519,1.0
159,159,3.99871216153,-1.16421578253,2.45592909598,0.618556218206,0.384190255457,270.721486854,86070.5845092,1.0
160,160,3.58064051703,-1.24030125088,1.63089882717,0.601330597022,-0.181990305719,300.876550521,72044.9821276,1.0
161,161,3.83641523485,-1.23648727708,2.79122434509,0.439291955763,0.17383937398,259.047019453,59923.8596897,1.0
162,162,3.57975162118,-1.24979376396,1.99962207464,1.16240661132,0.951447229296,279.831099817,61859.696792,1.0
163,163,3.30923223451,-1.07555873609,2.26276606243,0.511570630332,0.265634311247,278.493075986,63444.3124462,1.0
164,164,3.76459056543,-1.00307911573,2.55782439693,0.341975296487,0.845231856457,298.320688029,96059.1019322,1.0
165,165,3.69061652387,-1.33151986063,2.19421340512,0.25648256257,0.538472212804,304.612436659,103175.318538,1.0
166,166,3.30859155375,-1.04682148185,1.81063457033,0.0810208971726,0.84115912184,247.371714185,97747.5127263,1.0
167,167,3.69800130475,-1.00301775318,1.23411021413,0.37001750934,0.98299579692,298.492995882,53105.8703018,1.0
168,168,3.93934664338,-1.80573078205,1.278423219,1.09192461736,0.59564771015,286.325863556,97474.3500367,1.0
169,169,3.94859509978,-1.05621303214,2.664464655,0.602651404387,0.869123698991,279.478743689,76024.4389747,1.0
170,170,2.48209214415,-1.62892775371,2.04067558222,0.923353079239,0.528066674923,284.120226656,86532.4308205,1.0
171,171,3.81359340541,-1.17343095931,2.87660723719,0.328281470765,0.629710523842,275.856327677,68659.2671642,1.0
172,172,2.42081077467,-1.2188574026,2.50016518336,1.10832164994,0.627791649542,301.631363631,101376.31086,1.0
173,173,3.79800019567,-1.26243291088,2.63207437237,0.161315997979,0.371335595917,295.986221496,103278.756683,1.0
174,174,3.65201564942,-1.23440062452,1.51159589625,0.867557334945,0.73989839872,294.778390026,80358.5117927,1.0
175,175,3.81947988511,-2.51843910641,2.25428333635,0.755530179165,0.657707362418,251.672749676,70860.9742573,1.0
176,176,2.68096191422,-1.63900808727,2.36711815997,0.00172046169587,0.330465388093,300.588508253,85778.2743772,1.0
177,177,2.68846376435,-1.2684995645,2.23639645213,0.87358921065,-0.114549688326,301.847242039,83981.6605964,1.0
178,178,3.81471696108,-1.22940677207,2.73865831245,0.286237405728,0.883859382577,256.348645942,77260.670455,1.0
179,179,3.65558742825,-1.18806918576,1.62801793877,0.640801555014,0.790549569963,253.591549893,72166.2676828,1.0
180,180,3.80991639508,-1.76955443084,2.98481485304,1.11756839109,0.533933933362,297.576376848,57098.6694971,1.0
181,181,3.88280039832,-1.10153265583,1.41108704388,0.0156201384739,-0.00317681998027,264.000253947,80247.1256572,1.0
182,182,3.17793817349,-1.64163783649,2.63502355951,0.0721931242621,0.859082440614,295.97632783,55469.9210521,1.0
183,183,3.4197680556,-1.47918398279,2.52292057956,1.14799434245,0.969578391193,274.28829549,57381.1848207,1.0
184,184,3.94247703997,-1.08422538783,2.94105351387,0.848686361559,-0.391717690617,295.243026113,100198.319476,1.0
185,185,3.81935025615,-1.26651457772,2.68005656954,0.188828298614,-0.603748314142,271.290837001,86559.4533517,1.0
186,186,3.74751799624,-1.75332042471,2.1861658828,0.669028869546,0.83624257602,308.329563872,80592.189523,1.0
187,187,3.33651466447,-1.75969467183,2.91552041255,0.248760392261,0.459292922282,301.153929395,96861.6181027,1.0
188,188,3.85497574547,-1.5890249934,2.93512770652,0.970230649328,0.957282295795,296.777928081,83848.2242376,1.0
189,189,3.89891115958,-2.53393133644,1.82606005999,0.833278545933,0.309566366142,252.380565284,83684.1606396,1.0
190,190,3.67021345026,-1.38222215235,2.9104970983,0.51395880837,-0.0778255410252,302.900104268,52947.4903497,1.0
191,191,3.94877599433,-1.91304819737,1.94824204798,0.763201595652,0.328426585135,263.247816416,97520.5128904,1.0
192,192,3.77622396939,-1.48262365457,1.39439466627,1.19002414248,0.167731377429,295.029790863,52354.9271423,1.0
193,193,3.84933574684,-1.62630597013,1.32515937144,0.852470675238,0.992677000158,303.403956667,62793.512649,1.0
194,194,3.61541866665,-1.00137470348,1.4594007271,1.02452723582,0.677769227751,283.029003612,57739.407813,1.0
195,195,3.09345552345,-1.67124882741,1.9926261402,0.366247142623,0.862887392463,265.888955362,67956.0893268,1.0
196,196,3.80555133727,-1.24382139412,1.63450163498,0.658725470264,0.692647656241,301.811072133,63670.875702,1.0
197,197,3.74981795335,-1.8495343863,1.63141772316,0.35064716864,0.430071999408,301.904995186,54029.5220766,1.0
198,198,3.21490963754,-1.14103778532,1.34778704024,0.714596329114,-0.359452613055,306.49468133,86720.2073277,1.0
199,199,3.9756132377,-1.09253351224,1.23854857655,0.927038548675,0.849104899151,241.091689758,79397.3832225,1.0
200,200,3.67657562722,-1.09530904331,2.78952028772,0.0906132699962,0.57546913544,304.556669792,69804.2034759,1.0
201,201,3.93815037524,-1.0500306465,2.27870406148,0.260079979662,0.628219446975,292.561360385,60691.7391171,1.0
202,202,3.30466454992,-1.66989679762,1.66162143056,0.159239759414,0.305310714594,249.860411318,56596.8049752,1.0
203,203,2.47320427268,-1.17725096108,2.19366903138,0.403959282237,0.748626301125,298.675647348,70205.99186,1.0
204,204,3.27695141302,-1.86369906402,2.67975455646,1.19757241452,0.697611186864,275.33165478,83191.6447154,1.0
205,205,3.91820422689,-1.28001575764,1.80955135933,1.14209136599,0.677489090938,278.243440148,64162.4496459,1.0
206,206,3.56067584349,-1.41032998766,2.04100863083,1.04871210263,0.721364821601,301.460865807,64237.7519435,1.0
207,207,3.63062307475,-1.43101341551,1.69534873938,0.0536743987407,0.625858488582,281.854582015,85136.6483651,1.0
208,208,3.27277598431,-1.06459940171,1.42880483141,0.707067719492,0.844986347135,294.962996824,64897.8722662,1.0
209,209,3.9902323513,-1.60750370209,1.48719628304,0.195113637127,0.725430957255,292.664034377,100190.170277,1.0
210,210,3.7532213366,-1.45064931985,2.7348826816,0.369706628519,0.869740982073,264.729270244,71880.7021032,1.0
211,211,3.87855404952,-1.26348471115,2.60156801672,0.637722130574,0.224726625531,265.273315228,54838.9243268,1.0
212,212,3.2346267639,-1.06609360892,1.43029703445,0.719821383316,0.530429584217,300.923903423,75369.7978162,1.0
213,213,3.88180454423,-1.0442116122,2.05788313909,0.60254754444,0.783226816335,285.908297865,58442.6725179,1.0
214,214,3.78596250218,-1.16025287185,2.02975519788,1.16106874997,0.774721619679,298.555704965,50025.4471478,1.0
215,215,3.98959206686,-1.04959312372,2.29360797411,0.757644491183,0.811797911844,300.419604424,64766.206287,1.0
216,216,3.90898300254,-1.11390465069,2.19307179282,0.172259022212,0.864893568315,270.836141424,68261.2455487,1.0
217,217,3.00307861307,-1.21941785355,2.83164980764,0.463289318584,-0.535092424712,294.751436845,104302.765207,1.0
218,218,3.60863324761,-1.49789845321,2.33917513267,0.565800311182,0.71324004014,297.674443705,69013.0410867,1.0
219,219,3.77010143035,-1.74049504351,2.62342572375,0.453110382337,0.876588723415,309.754068695,81724.7276501,1.0
220,220,3.98846258199,-1.48246011403,1.79388682834,0.948652282884,0.8616076715,241.261440354,68756.1034512,1.0
221,221,3.63436885278,-1.09060878157,1.52417789685,0.872503118021,0.893857127779,252.804103769,63373.0794962,1.0
222,222,3.72684545051,-1.17966211918,2.59520627538,1.02952807974,0.811652574933,293.082206605,91177.359577,1.0
223,223,3.83556186677,-1.06929115809,1.47412172242,0.0519356216691,0.773125779989,283.188928995,80078.6112027,1.0
224,224,3.67581381718,-1.52211256266,1.48400446045,0.638233558884,0.487958367622,241.911452522,90157.0086265,1.0
225,225,3.20314399147,-1.00895086784,2.05347074283,1.078447329,0.824890885819,266.473088681,62620.8165103,1.0
226,226,3.43558918934,-1.36671383416,2.40127837009,0.0756841316514,0.865671715653,264.536630594,69519.0960721,1.0
227,227,3.07168917496,-1.27098465197,1.78577151871,0.621299599208,0.699127279177,294.459568645,54381.2677631,1.0
228,228,3.53122400133,-1.21798714139,1.84852672621,0.228271932702,0.0595846212875,292.525744607,65173.3760028,1.0
229,229,3.76741325703,-1.60791639657,2.0081759519,0.0184120974711,0.208431119867,254.977060065,96085.8941483,1.0
230,230,2.79360730054,-1.74297811917,1.39187964759,0.117331574849,0.849799233309,242.437131167,83276.5902682,1.0
231,231,3.6430157535,-1.43944330448,2.73959973583,0.00570823059653,0.930511524267,245.917767241,101408.185465,1.0
232,232,3.50179762365,-1.35453078735,2.52069975994,1.09458869134,0.265861119522,281.879123865,61136.9872651,1.0
233,233,3.94719208601,-1.00242875237,1.79579253094,1.19458991323,-0.477710891583,305.138815648,50413.4352041,1.0
234,234,3.72151823346,-1.63434847162,1.50973358894,0.649121439661,0.72265728193,255.591751744,51949.1877244,1.0
235,235,3.56462619223,-1.3888068866,2.66880465802,0.370894855866,0.874098376402,284.965759686,79924.1989935,1.0
236,236,3.99006040468,-1.46796810243,1.9687569118,0.283344394242,0.908112063211,268.598318425,53629.7315737,1.0
237,237,2.28001694922,-1.65251280588,1.74040708577,0.498722057957,0.841881139551,243.531987533,103443.559661,1.0
238,238,3.72852582813,-1.59906247466,2.34760017741,0.778049403821,0.609244025389,276.502309008,67653.1858064,1.0
239,239,3.49964433088,-1.32803502604,1.60757873426,0.680250024321,0.963219724354,267.097837298,91545.563747,1.0
240,240,2.82167351472,-1.20633739012,2.72698310888,1.01580482866,0.884742614502,259.790862509,63985.0792594,1.0
241,241,3.71683864644,-1.21413566862,2.04772557523,1.19768734949,0.847328216573,298.131888801,70798.2660797,1.0
242,242,3.61312960435,-1.40660507109,2.22779144481,0.597819000151,0.653073303474,291.824298314,51176.9545345,1.0
243,243,3.5640388361,-1.45024042667,2.82192678386,0.603825937159,0.704982730557,274.791568786,92050.8767566,1.0
