,Smax_parcel,Neq_parcel,Nkn_parcel,Smax_expansion_order_2,Nderiv_expansion_order_2,Neq_expansion_order_2,Nkn_expansion_order_2,Smax_expansion_order_3,Nderiv_expansion_order_3,Neq_expansion_order_3,Nkn_expansion_order_3,Smax_expansion_order_4,Nderiv_expansion_order_4,Neq_expansion_order_4,Nkn_expansion_order_4,Smax_expansion_order_5,Nderiv_expansion_order_5,Neq_expansion_order_5,Nkn_expansion_order_5,Smax_ARG,Nderiv_ARG,Smax_MBN,Nderiv_MBN
10,-2.56258205973,3.82109581898,3.80239440022,-2.60723460098,3.7984753127,3.49568292225,3.56301144725,-2.64900122711,3.77749507185,3.19973856555,4.1528186214,-2.5901660567,3.80624701269,3.6522016265,3.64025491966,-2.54668464622,3.82407956751,4.05731550082,3.62445541984,-2.65078899437,3.77653245845,-2.58481563105,3.80855751803
11,-1.91457757306,3.16621396327,3.16621396327,-1.7829985955,3.43276791901,3.1830520025,3.53047099995,-1.83645818458,3.34009188253,3.35613568745,3.95898951369,-1.94468370595,3.10766611371,3.21920783151,3.44000331755,-1.90359660501,3.20322288753,3.02077245061,3.6785564921,-1.97068664652,3.0424046673,-1.94847380715,3.08907646713
12,-2.49730937531,3.88313527254,-inf,-2.43501236508,3.90822574692,3.70488112945,3.7657888425,-2.56182794528,3.84935617192,3.52662742886,3.89908266339,-2.35297496773,3.93378680738,4.3165366967,3.50098111775,-2.45481894829,3.90070175453,3.27722795817,4.36797417335,-2.58564654654,3.83521098081,-2.57845052409,3.83949088772
13,-2.42197717518,3.30070966074,3.29502447185,-2.54307032893,3.25155340553,2.77249221626,3.33648594761,-2.50093549787,3.26909677142,2.89730350674,3.350312511,-2.43902701511,3.29252922241,3.5308650267,3.45679597916,-2.4539026383,3.28714603207,3.0140975265,3.3805781215,-2.52184021884,3.26055861395,-2.4213149939,3.2986872574
14,-1.70058153226,2.12431891168,2.12431891168,-1.81351491772,2.12428217649,2.78641205083,2.44671092655,-1.71480112841,2.12428349306,1.79365176447,2.68619447093,-1.64168057896,2.12428373201,2.26604919737,2.19779855681,-1.67058524526,2.12428366959,2.4486227428,2.10053597272,-1.88693835287,2.12427877172,-1.55552160509,2.1242838076
15,-1.68019171139,3.31138939904,3.30377625115,-1.65521957737,3.32277719793,3.54285206375,3.47641767299,-1.69339470101,3.30435252589,3.03510835574,3.42277826291,-1.65021011258,3.32506063654,2.95237557534,3.83568913185,-1.68070802733,3.31067925432,3.49599232132,3.35709718057,-1.70173168375,3.30008213951,-1.74303228436,3.27619084407
16,-3.67688607958,2.99399033518,-inf,-3.52199585569,3.20294794736,3.03111752771,3.17955225799,-3.72121742557,2.9119717722,2.62255243862,2.76477955319,-3.68887475906,2.9640294738,2.74287838813,2.94220172863,-3.69463961828,2.9548899134,3.44261404489,2.43370473003,-3.79875538335,2.77934209146,-3.73787448206,2.88452229497
17,-1.57104465033,2.01240228025,2.01240228025,-1.69707625963,0.671892790876,1.86218072482,2.52921634942,-1.61205697013,0.818907766291,2.16094470426,2.86857264974,-1.6287885336,0.790454347673,2.92492113046,2.68969662432,-1.72897693583,0.615163697647,1.9665396123,2.82355585933,-1.26280820459,1.35991295727,-1.00000020707,1.40934094739
18,-2.35639777109,3.86120047696,3.85410165374,-2.42676028172,3.82972379409,3.74993789598,3.71635371176,-2.38985563105,3.84888853537,3.64819212465,3.96003992247,-2.40491410216,3.8412979559,3.84161975417,3.89312558345,-2.39337180806,3.8471439587,4.48233898523,3.60295455364,-2.42255807921,3.83200263907,-2.39634117283,3.84550555652
19,-1.86177685487,3.01491245342,3.01491245342,-1.84450087465,3.0226106398,2.96070077576,2.93026284509,-1.83287222456,3.02810184024,4.23923602361,3.09698572125,-1.75015771108,3.06489702831,4.0095732882,2.93740241273,-1.80693748707,3.04006284527,1.72918125272,3.02398380995,-1.6662342598,3.09831720114,-1.83057740253,3.02802492006
20,-2.52253894534,3.76707231394,3.73422445617,-2.61683299779,3.67930228372,3.80462241975,3.49183398727,-2.71265502265,3.5652713671,2.79664611261,4.36150503203,-2.59494069834,3.70089524934,3.21541446669,3.83515271189,-2.54784192947,3.74218779849,3.44161764722,3.74567628125,-2.60405245494,3.69209895964,-2.62769589358,3.66774604269
21,-2.13030087993,3.59864068922,3.59315447771,-2.11881788895,3.60394582159,3.47884031672,3.60366937083,-2.21489678207,3.56107768605,3.64834796002,3.59019004409,-2.11030973225,3.60682137586,3.59751518444,3.60175129623,-2.13189345148,3.59926113458,3.29762587964,3.56350463942,-2.24830092192,3.54102029406,-2.21316354179,3.56171109836
22,-3.5999481783,2.82126354555,-inf,-3.35584873562,3.07259335432,2.73371770719,3.43344185627,-3.60035624161,2.81443905874,2.21085309109,3.11347366148,-3.56694836799,2.85266108576,2.94716901104,3.37965142419,-3.5454558184,2.87675093234,3.14956530045,2.88415285743,-3.63154205604,2.77790142267,-3.66025706143,2.74332830475
23,-3.43577232664,3.25250037049,-inf,-3.22059818791,3.44803275673,3.02092622104,3.48507800615,-3.38165158362,3.3113675793,2.84557718968,3.11653972757,-3.3664215606,3.32552306389,3.61541016781,3.18389479784,-3.39731211908,3.29653648868,3.86900083553,3.01085154504,-3.45420940515,3.24027358694,-3.48683729892,3.20634134489
24,-1.98459653143,3.13197843887,3.13045236225,-2.03184398962,3.12617960954,3.107098253,3.30643106982,-2.05057172902,3.12378079885,2.75692511392,3.33749279585,-1.92397994397,3.13666328563,3.17673650238,3.28433856348,-1.98432014609,3.13144695282,3.40498609685,3.0651439374,-2.10069159752,3.11634577957,-1.96734987575,3.13304419222
25,-2.60804179566,3.73453105714,3.72146772872,-2.68858383362,3.69821946599,3.01729323296,3.55151801638,-2.66383582579,3.71009630773,3.44776896632,3.60156172276,-2.55196516703,3.75554652662,4.04153765806,3.91445683703,-2.58890796725,3.74196123734,3.39753254782,3.89735237774,-2.71555197701,3.6844699581,-2.62849921121,3.72584861529
26,-2.75024041333,3.02566982534,3.01950796472,-2.71221620035,3.03127549978,2.72658176796,2.88590004639,-2.69968010353,3.03332529699,3.13422357108,3.01266541839,-2.75886938891,3.02300906805,4.13691774681,2.93802254829,-2.80262529048,3.0142854718,2.03774255633,2.95280434006,-2.86996469412,2.99885970494,-2.68138261466,3.03621097572
27,-2.0778351725,3.27303196797,3.27303196797,-2.19788509485,3.15205634433,3.31263704802,3.67996833289,-2.137646627,3.21838450132,2.79812497713,3.87938106058,-2.06854753863,3.28961863464,3.68269648874,4.0164186592,-2.0668337779,3.29132039506,3.5923434281,3.68464362978,-2.0408608128,3.3167307802,-2.12453640276,3.22782460956
28,-2.93165772318,3.22202611817,-inf,-2.78445703745,3.2941949595,2.85837833106,3.46266273403,-2.91432781271,3.233797433,3.00402815856,3.19665639233,-2.81679493581,3.28030184511,4.27262663229,3.22509711797,-2.93631868688,3.22232028729,2.76023469835,2.48924074297,-2.94763453021,3.21626788352,-2.8970936989,3.24252534181
29,-3.47896717358,3.55880903365,-inf,-3.17924569681,3.73265555965,2.71744152104,3.55260286157,-3.23649860016,3.7052805108,3.43721752039,3.51562060806,-3.55165195244,3.51337987176,3.19967069688,3.75439133518,-3.58625051095,3.48776825575,0.916334733263,2.66210878572,-3.44306749288,3.58774008892,-3.45396722562,3.58075042921
30,-2.30741885378,3.88246755149,3.87443848606,-2.26351458083,3.89147600034,3.67464462003,3.37955641482,-2.31817209781,3.87866961823,4.00117408769,3.47200148537,-2.35566251825,3.86569670008,3.92458177396,3.81403463368,-2.35179405315,3.86722234297,4.25529101314,3.46085887629,-2.39130465135,3.84933518087,-2.41392037642,3.83637518845
31,-2.05509143716,3.21290029191,3.21280742429,-2.02515585922,3.21297967636,3.22159973366,3.20739859933,-2.22649362911,3.20840717739,2.46711477452,3.45845098616,-1.9904078459,3.21310050324,3.3957902301,3.29033259032,-2.05840607546,3.21278753024,2.8274384835,3.38037003115,-2.1632171751,3.21111082376,-2.04431331851,3.21287912469
32,-2.51732113491,3.67242582685,3.66852393492,-2.46636513818,3.67539165872,3.56989350263,3.52978644069,-2.57611248828,3.66609986417,3.57522238437,3.75106484051,-2.51969195488,3.67201517482,3.7153874507,3.59381244239,-2.51916969526,3.67205722631,3.49026199232,3.47641699416,-2.62036809163,3.65906170383,-2.52292333367,3.6717500323
33,-2.63679260666,2.51387773632,2.5033382238,-2.799198943,2.40713178869,1.70465566981,3.09217138817,-2.82590421534,2.38798081838,1.87665728791,2.96438259033,-2.64627094965,2.50753214688,3.14303529212,2.90100191151,-2.69806699453,2.47526656631,1.85867363958,2.76762151048,-2.71304709629,2.4656063833,-2.62011937059,2.52286785029
34,-2.39408115051,3.18318236472,3.16885712833,-2.48402652474,3.10586593019,3.1005739374,3.41967838549,-2.50059255185,3.08926867433,2.90127571715,3.51019670151,-2.41781279352,3.1687025992,3.14877729026,3.61512210203,-2.43221121592,3.15551006385,3.71067748887,3.35074011803,-2.42962685742,3.15789710547,-2.46777510486,3.12079691218
35,-2.03288603409,3.21557232481,3.21392472501,-2.06743264523,3.21102602189,3.40466102973,3.3285136122,-2.07864924692,3.20944859323,2.9945963123,3.26744025448,-2.01946555778,3.21669815698,3.26201879835,3.27276214467,-2.01462165821,3.21718325745,3.45150444421,3.10417947967,-2.107251504,3.20493711349,-2.03858467711,3.2145923534
36,-2.90098093959,3.75469700802,-inf,-2.77219581484,3.8080378211,3.26234810227,3.73086754631,-2.80121777537,3.79785249954,3.32092091421,3.53811880111,-2.84707711446,3.78034649655,4.12782816826,3.54740600822,-2.90313164457,3.75647360461,3.96592916274,3.67923236163,-2.95041702357,3.73409774658,-2.919068202,3.74918764495
37,-2.25961557399,3.35464428906,3.35464428906,-2.53859414817,3.09120208008,2.77526020763,3.54866663165,-2.3918796874,3.23350719933,2.66443246218,3.84030367571,-2.21761246042,3.37608196184,3.86085139129,3.98823130951,-2.19531519868,3.39234056473,4.01234213592,3.68051636689,-2.25050139042,3.35129512857,-2.28878014067,3.31981721148
38,-2.68949305839,3.55505211782,-inf,-2.61738183622,3.58418365663,3.24311957211,3.76465763434,-2.68501373613,3.55377289555,3.40409745442,3.46229608294,-2.5633893662,3.60597143999,4.43131288163,3.31773917145,-2.70084476126,3.54613290679,2.92668312004,2.89445188786,-2.73691972904,3.52795960081,-2.68104935965,3.55560434663
39,-1.955310023,2.46003078346,2.46003078346,-1.87838182176,2.59951329831,2.49738632053,3.22109445748,-1.89440017825,2.5717276657,2.66698636724,3.22671108178,-1.95054643471,2.46801161346,2.15844780317,3.1828741418,-1.89465089375,2.57128646827,2.29269361856,3.35053651207,-2.05920646444,2.23851283131,-1.99379116944,2.37148745794
40,-2.19135388617,2.98914424898,2.98583984403,-2.11579937177,2.99971748442,2.82792856298,2.64219803628,-2.06170369997,3.00228901697,3.37356989527,2.86272524307,-2.17693882759,2.99213273006,2.9332398708,2.80212488585,-2.16932518465,2.99349619338,2.79344906603,2.98679992956,-2.24353604234,2.97207500096,-2.28569800535,2.9482012143
41,-2.1014888293,3.20072915828,3.20072915828,-2.17495216478,3.1565263554,3.25492022271,3.32874466173,-2.12085911178,3.1922217755,3.01411414388,3.39195386533,-2.10056607625,3.2049712295,3.35523987668,3.33637084619,-2.10392885931,3.20288239217,3.54100199872,3.30094247585,-2.10188840792,3.2041509738,-2.12499487346,3.18853377015
42,-2.79969437683,3.37117522251,-inf,-2.64645786275,3.43773818178,1.99596990487,3.73461304979,-2.80163891898,3.37462953601,4.15092250147,3.28298502294,-2.83609728764,3.35893193568,1.56943703381,3.58403758846,-2.78599391027,3.38154942973,3.55623172387,3.11951826905,-2.89713568951,3.32955518522,-2.81870196196,3.36689676346
43,-1.77613329725,3.1897896469,3.18120981205,-2.00714360528,2.93441732383,3.56236151083,3.53514941068,-1.82794453555,3.10713719187,3.46802341111,3.52767406133,-1.84635601707,3.09242205551,2.82497590178,3.3611256441,-1.72598989927,3.17728858498,3.53461386712,3.63010717722,-1.77634910568,3.14496852146,-1.8996561075,3.04376281528
44,-2.40419413637,3.7051230843,3.6602667267,-2.3175262866,3.81760439536,3.20721018724,3.29717420687,-2.43489186553,3.65571562429,3.6109518461,3.49237804788,-2.34944081238,3.78197111682,3.86627254137,4.27262133232,-2.44211049589,3.64280427791,3.62105742677,3.68665176851,-2.54323931279,3.42097124149,-2.53083201434,3.45101274724
45,-2.2055129266,3.79051046577,3.75319207203,-2.20599519488,3.79249353832,3.55093500179,3.8332464825,-2.23033165086,3.77192926854,3.78350293779,4.03825130786,-2.2043481735,3.79381592507,3.70186484583,3.74776722,-2.24784694172,3.75590603418,3.65202296493,3.73616704923,-2.31560968937,3.68360629534,-2.3397391901,3.6526555882
46,-2.11612439952,3.20657313623,3.20657313623,-2.08561516935,3.26200294806,3.2530441006,3.59135649455,-2.10492798073,3.23315363973,3.2168120845,3.971398834,-2.13936300088,3.1796885488,2.93783196355,3.7381458913,-2.10211666169,3.23740368078,3.14942126863,3.79076020286,-2.15885135282,3.14826774392,-2.15865912067,3.14313644087
47,-2.21700333309,3.52926082721,3.52364643897,-2.30635545166,3.49372978081,3.45657956648,3.61722747361,-2.26172981228,3.51182358421,3.25650978148,3.27899092339,-2.22796655004,3.52437379557,3.45784710876,3.73677980718,-2.24057753823,3.51979789533,4.29066970387,3.49905291488,-2.31700473202,3.48914944553,-2.21115122496,3.53014218996
48,-2.18651526177,2.99114135272,2.99114135272,-2.13942117425,2.99307786477,3.22663030868,2.95928895497,-2.14779461981,2.99281574895,3.40143128964,3.01465295578,-2.19861377641,2.99077268664,2.6481348854,3.06564433972,-2.14894939759,2.99277813103,3.45630042168,3.00826261414,-2.24162301273,2.98828054106,-2.16022133691,2.99238789514
49,-2.87009329466,3.4315384,-inf,-2.99718838707,3.31761732179,3.37480183181,3.50514542087,-3.06400369217,3.24788434948,2.84674110359,2.8980230541,-2.84428336133,3.45728954422,3.60269157394,3.70026520225,-2.88179134676,3.42552533651,3.85480178068,2.90576473682,-2.75153517084,3.52914106972,-2.90879491883,3.40145465904
50,-2.28833907694,3.42199287484,3.41884971308,-2.38226689551,3.40176617584,3.29010488706,3.29854445969,-2.31931711286,3.41664785744,3.17041252304,3.12678054983,-2.28001924031,3.42454624208,3.6983901626,3.2972044836,-2.34400792307,3.41115246811,3.58622592626,3.38825980823,-2.41776620327,3.39204784312,-2.26104412445,3.42799013804
51,-2.07132510413,3.58496186931,3.58496186931,-2.09596960019,3.57770881884,3.06024684137,3.94187897093,-2.17356850344,3.53959428622,3.9730291313,3.68412639376,-2.07438099505,3.58772672211,3.20471162009,3.74742309423,-2.20441298998,3.5235098701,2.569672557,3.8011719245,-2.1694264206,3.54171330297,-2.07009704818,3.58904143905
52,-3.36085536538,3.51613121702,-inf,-2.96677058564,3.71140498084,2.08251073607,3.9416706691,-3.19621736096,3.6084440369,3.81978204786,3.3672359233,-3.42736957008,3.47303822517,2.80587205202,3.1942962556,-3.32059599181,3.53976101406,3.93867723334,3.48175073854,-3.39333295991,3.49510761067,-3.38132897557,3.50274822875
53,-2.01418083895,3.39782735278,3.39782735278,-2.04143925425,3.37660668762,3.39676617712,3.65504539366,-2.0481139065,3.37062950745,3.03362793915,3.87032894897,-2.01706793795,3.39796821175,3.47203418539,3.99481999497,-2.03699259593,3.38055831795,3.8734553864,3.65769955986,-2.02203740702,3.39367120392,-2.07194883025,3.34631277054
54,-3.16161150428,3.62156073058,-inf,-2.71894171363,3.78574215728,1.96239706415,4.0114174171,-2.94136305432,3.71503878956,4.53964724665,3.57114783581,-3.34236336649,3.52385219578,1.31159822594,3.14957182681,-3.04231248294,3.67513180091,5.56630064526,3.42035015469,-3.23221245822,3.58535344295,-3.16442824382,3.61971961318
55,-2.37258289786,3.70176962569,3.69714383691,-2.47712302625,3.68200853077,3.65000711706,3.52361214637,-2.42900504388,3.69196422897,3.15002265977,3.74791375047,-2.38175674592,3.69995996001,4.00300123169,3.78581291112,-2.38051695888,3.70014823376,3.79588559556,3.47732247298,-2.49203348625,3.67851167695,-2.35061844233,3.70437619808
56,-3.19014006912,3.38476376759,-inf,-2.97418886335,3.51949670309,2.97599546978,3.50844544008,-3.11337833398,3.4369508766,2.90897432946,3.37992450811,-3.1078046387,3.44055832377,3.83740659478,3.39064205736,-3.16141071373,3.40478319461,3.1351261657,2.90026723346,-3.19574869536,3.3805831006,-3.20764889702,3.37195890049
57,-2.15466487882,3.28696345075,3.28498207886,-2.23434497844,3.27550484344,3.01070643687,3.35786455688,-2.15207725161,3.2865099584,3.16474769113,3.23119615784,-2.14756727396,3.28704297941,4.47464427762,3.44894235578,-2.16900987659,3.28444629289,2.60553845887,3.29351228063,-2.2869980532,3.26706833933,-2.06459822142,3.29568181169
58,-1.98297531575,3.59236963396,3.57411943758,-2.08696072883,3.51629358121,3.67160963018,3.60284275118,-2.09280005984,3.51167862202,3.03794275453,3.8570442484,-2.03397253185,3.55525552575,3.64837002465,3.73577516776,-2.03275828994,3.55608826463,3.45193426636,3.63356623486,-1.94693520005,3.60853373297,-2.11942131053,3.48872112173
59,-2.26625159004,3.8263483457,3.82130463154,-2.23634107115,3.82998441969,3.62562236805,3.57344090597,-2.36044723922,3.80323686092,3.46747117374,3.94125498084,-2.26806153019,3.82513499739,3.91951011147,3.84767782033,-2.24294334226,3.82906615313,3.75299400575,3.84090653432,-2.36787500838,3.80085919774,-2.31411243931,3.81579986872
60,-1.93819799372,3.88411128762,3.86906942062,-1.84360443108,3.94948579569,3.63857394052,3.29574138343,-1.89127387088,3.92563068404,4.00925108725,3.87917373298,-1.96527366598,3.85259618971,2.93333673212,3.57278336161,-1.96069329982,3.858748064,3.62629122299,3.8239413088,-2.06675374436,3.64351358553,-2.05041726799,3.68321652111
61,-2.91201654664,3.50301437556,-inf,-2.56401951634,3.62876355408,2.36412236296,3.9564903515,-2.76444166619,3.56253504471,3.84135421373,3.20225270328,-2.80005303361,3.54852223322,4.51347479183,3.27592931851,-2.85100812536,3.52720764969,3.72707350323,3.73740391484,-2.98782784075,3.46224840872,-2.90617502897,3.50239022861
62,-2.23359422209,2.98579966049,2.98579966049,-2.45083077836,2.77551902421,2.70172252712,3.33705096483,-2.38321295836,2.84303704289,2.40748934606,3.62013278085,-2.19371174991,3.01194928287,3.71984803669,3.75480257232,-2.21371098115,2.99550464,3.28910619357,3.48972258956,-2.12246460837,3.0679551897,-2.24195018018,2.96917601644
63,-2.59500749057,3.4815060715,3.46122280565,-2.69463310985,3.41530844014,2.98383936566,3.43933034849,-2.70346411605,3.40880397478,3.66343836359,3.08420040713,-2.60389062251,3.47693677205,4.06270670925,3.52366668078,-2.61200437973,3.47180416427,4.05475983357,3.36220776712,-2.69687972407,3.41366241263,-2.6280620529,3.46126782692
64,-1.69496808733,3.64966506485,3.63744593637,-1.81001494146,3.55529198975,3.76265888084,3.77471605945,-1.78843111979,3.57410496117,2.66122541109,4.10018168686,-1.66490561601,3.67144446893,4.08339829301,4.26179026096,-1.77256383889,3.58758618931,4.16025368012,3.99529203132,-1.62891505246,3.69661028281,-1.81630713584,3.54531729161
65,-2.3081453428,2.87357953778,2.8654818549,-2.44548820782,2.80010202237,2.1928303884,3.15648646327,-2.43563355427,2.80554694525,3.17455533516,2.69488013381,-2.3133841921,2.8679100436,3.68372190172,2.8997989712,-2.30586867686,2.87143878808,2.32667061155,3.0365939848,-2.4041890709,2.82249737228,-2.32565165367,2.86176704985
66,-2.13581442065,3.08993674931,3.08109542806,-2.35677371871,2.94449067743,2.59607193344,3.40893470073,-2.36356711468,2.93981432424,2.9873972576,3.30870673709,-2.15917536964,3.06570505027,3.66270138718,3.56538004406,-2.20336559998,3.04102093076,2.66577942539,3.32308860956,-2.1058792,3.09369588914,-2.15219237321,3.06878441826
67,-2.4947538957,3.51089811024,3.51041364051,-2.52040615505,3.51013800385,3.48723208639,3.24621223869,-2.53719377919,3.50944877022,3.59766303421,3.37708094435,-2.52636226935,3.50990453814,3.49258504308,3.64796593984,-2.52132242803,3.5101028513,3.73045193851,3.41909543728,-2.6123856925,3.50491036445,-2.44657940542,3.51221489364
68,-1.9600301193,3.10882993964,3.09194667574,-1.99479235331,3.07497297155,3.45496975542,4.01159970356,-2.07156529376,2.99721617439,2.8254767639,3.97054542684,-2.0545449573,3.01483945385,2.34908363935,4.03067562068,-1.98108165549,3.08839226152,3.29059501215,3.95998164238,-1.97773363642,3.09164775599,-1.92906862107,3.1278189722
69,-3.27710353571,3.57168713462,-inf,-2.81776879627,3.79392414899,2.16300101531,4.11809811969,-3.21823930698,3.61038979531,4.86925973264,3.61694406539,-3.46915850567,3.44941392709,2.57179966691,3.22969885181,-3.44292357942,3.46804252072,3.54768978167,3.44355388947,-3.36621893211,3.52006063791,-3.35184889294,3.52940963542
70,-2.90544109642,3.06230251442,3.03860696989,-2.88469389737,3.08194883495,2.87560089731,2.94321560693,-2.99445270749,2.99076122024,3.5130578914,2.50433115546,-3.00329189086,2.98229156198,2.832500206,2.77513293608,-2.85801159046,3.10042601996,3.48874860328,2.65638381502,-3.00902554672,2.97670373912,-3.00897921277,2.97675240296
71,-2.0885448521,3.44035621657,3.39796385707,-2.11101436759,3.27596483526,3.57463122952,3.56911840065,-2.18710925972,2.9449762687,2.96427900468,4.41198265444,-2.27788524089,2.43234294218,3.5549213201,3.74004178867,-2.11413367905,3.26408532389,3.40861378792,4.00760833733,-2.15840748161,3.08005928374,-2.1694058744,3.02052277228
72,-2.58549789649,3.82704103631,3.81489305224,-2.57259538346,3.8283282391,3.68490945726,3.66288803973,-2.5891869378,3.82533918542,3.42242379996,3.80794358757,-2.54306682978,3.83306063452,3.86021518747,3.83489043386,-2.58746968177,3.82566017746,4.05344547931,3.62994012301,-2.68346967006,3.8030394907,-2.60885059277,3.82146746939
73,-2.00346450014,3.9600809594,3.95689781657,-2.09192911208,3.93602054226,4.2869909204,3.62107048038,-2.04862940404,3.94885065682,3.89792727791,3.84064061322,-2.00935962452,3.95840197313,3.28773143412,3.89968294499,-2.07371907522,3.94173048945,4.37012947426,4.07172712564,-2.11793544877,3.92701911738,-2.04142901675,3.9505919604
74,-3.57275435922,2.82490854585,-inf,-3.4672195195,2.95944347768,3.0095785175,2.99312854377,-3.56191154461,2.84782512989,2.77681805259,2.74515179178,-3.45609897042,2.97200309104,3.26574134505,2.21777655654,-3.54665797398,2.86637389129,2.94402410259,2.83313050002,-3.61508500152,2.7814409083,-3.6507548752,2.73520996227
75,-2.75718540604,3.46256963562,3.43255431591,-2.7773565453,3.45487879159,2.07701890885,3.75743061692,-2.76424313864,3.46237687415,3.13991074224,3.72166965896,-2.70209931568,3.49630526124,4.46625892278,3.45686851939,-2.68071298532,3.50737899818,3.23543168176,4.2368341975,-2.84017641492,3.41728379827,-2.78946772528,3.44772674934
76,-3.15055727186,3.51505844306,-inf,-3.03745910903,3.63270952484,3.31873904231,3.30697724061,-3.19900289002,3.44696851196,3.90414456489,2.47007070485,-3.11823164631,3.54970881738,3.46091363728,3.06935236076,-3.09228968009,3.57843048162,3.55260202018,3.15402456451,-3.27092606795,3.33749513257,-3.2902378189,3.3051498527
77,-2.57763370067,3.29827874851,3.27353153621,-2.78229993822,3.13400243668,2.81593296886,3.57787072765,-2.72571185238,3.18237135356,3.53167144994,3.01039875591,-2.59648772908,3.28313254957,4.37039052651,3.36057672086,-2.58597321053,3.29075145609,2.96753918655,3.32579989571,-2.65240759533,3.24116000878,-2.6158627809,3.26831157354
78,-3.03777891435,3.10813741942,-inf,-2.56551315359,3.25737819226,2.01384028693,3.62320573561,-2.90531538002,3.15969952756,3.87750457189,3.14955373775,-3.0498133623,3.1015110004,3.43159401664,3.04149493544,-2.98894779754,3.12735554607,3.10605228677,2.60723497501,-3.10732183615,3.07523491722,-2.9893950515,3.12718866301
